Hour of First Occurrence Date,Is Crime
"February 3, 2017 at 8 PM",2
"February 3, 2017 at 9 PM",9
"February 3, 2017 at 10 PM",10
"February 3, 2017 at 11 PM",6
"February 4, 2017 at 12 AM",13
"February 4, 2017 at 1 AM",9
"February 4, 2017 at 2 AM",4
"February 4, 2017 at 3 AM",7
"February 4, 2017 at 4 AM",3
"February 4, 2017 at 5 AM",1
"February 4, 2017 at 6 AM",2
"February 4, 2017 at 7 AM",4
"February 4, 2017 at 8 AM",7
"February 4, 2017 at 9 AM",5
"February 4, 2017 at 10 AM",3
"February 4, 2017 at 11 AM",8
"February 4, 2017 at 12 PM",7
"February 4, 2017 at 1 PM",4
"February 4, 2017 at 2 PM",6
"February 4, 2017 at 3 PM",8
"February 4, 2017 at 4 PM",11
"February 4, 2017 at 5 PM",11
"February 4, 2017 at 6 PM",18
"February 4, 2017 at 7 PM",6
"February 4, 2017 at 8 PM",5
"February 4, 2017 at 9 PM",6
"February 4, 2017 at 10 PM",11
"February 4, 2017 at 11 PM",13
"February 5, 2017 at 12 AM",9
"February 5, 2017 at 1 AM",6
"February 5, 2017 at 2 AM",3
"February 5, 2017 at 3 AM",5
"February 5, 2017 at 4 AM",7
"February 5, 2017 at 5 AM",3
"February 5, 2017 at 6 AM",1
"February 5, 2017 at 7 AM",3
"February 5, 2017 at 8 AM",3
"February 5, 2017 at 9 AM",1
"February 5, 2017 at 10 AM",9
"February 5, 2017 at 11 AM",6
"February 5, 2017 at 12 PM",5
"February 5, 2017 at 1 PM",6
"February 5, 2017 at 2 PM",5
"February 5, 2017 at 3 PM",5
"February 5, 2017 at 4 PM",5
"February 5, 2017 at 5 PM",4
"February 5, 2017 at 6 PM",11
"February 5, 2017 at 7 PM",8
"February 5, 2017 at 8 PM",8
"February 5, 2017 at 9 PM",7
"February 5, 2017 at 10 PM",10
"February 5, 2017 at 11 PM",10
"February 6, 2017 at 12 AM",7
"February 6, 2017 at 1 AM",7
"February 6, 2017 at 2 AM",7
"February 6, 2017 at 3 AM",4
"February 6, 2017 at 4 AM",2
"February 6, 2017 at 5 AM",2
"February 6, 2017 at 6 AM",7
"February 6, 2017 at 7 AM",6
"February 6, 2017 at 8 AM",11
"February 6, 2017 at 9 AM",5
"February 6, 2017 at 10 AM",9
"February 6, 2017 at 11 AM",6
"February 6, 2017 at 12 PM",11
"February 6, 2017 at 1 PM",7
"February 6, 2017 at 2 PM",9
"February 6, 2017 at 3 PM",9
"February 6, 2017 at 4 PM",13
"February 6, 2017 at 5 PM",11
"February 6, 2017 at 6 PM",11
"February 6, 2017 at 7 PM",10
"February 6, 2017 at 8 PM",4
"February 6, 2017 at 9 PM",5
"February 6, 2017 at 10 PM",7
"February 6, 2017 at 11 PM",7
"February 7, 2017 at 12 AM",8
"February 7, 2017 at 1 AM",3
"February 7, 2017 at 2 AM",1
"February 7, 2017 at 3 AM",6
"February 7, 2017 at 4 AM",4
"February 7, 2017 at 5 AM",3
"February 7, 2017 at 6 AM",2
"February 7, 2017 at 7 AM",3
"February 7, 2017 at 8 AM",6
"February 7, 2017 at 9 AM",3
"February 7, 2017 at 10 AM",8
"February 7, 2017 at 11 AM",4
"February 7, 2017 at 12 PM",5
"February 7, 2017 at 1 PM",14
"February 7, 2017 at 2 PM",8
"February 7, 2017 at 3 PM",11
"February 7, 2017 at 4 PM",9
"February 7, 2017 at 5 PM",13
"February 7, 2017 at 6 PM",9
"February 7, 2017 at 7 PM",8
"February 7, 2017 at 8 PM",12
"February 7, 2017 at 9 PM",9
"February 7, 2017 at 10 PM",11
"February 7, 2017 at 11 PM",15
"February 8, 2017 at 12 AM",4
"February 8, 2017 at 1 AM",4
"February 8, 2017 at 2 AM",1
"February 8, 2017 at 5 AM",1
"February 8, 2017 at 7 AM",9
"February 8, 2017 at 8 AM",9
"February 8, 2017 at 9 AM",8
"February 8, 2017 at 10 AM",10
"February 8, 2017 at 11 AM",3
"February 8, 2017 at 12 PM",9
"February 8, 2017 at 1 PM",8
"February 8, 2017 at 2 PM",11
"February 8, 2017 at 3 PM",8
"February 8, 2017 at 4 PM",7
"February 8, 2017 at 5 PM",11
"February 8, 2017 at 6 PM",12
"February 8, 2017 at 7 PM",5
"February 8, 2017 at 8 PM",8
"February 8, 2017 at 9 PM",8
"February 8, 2017 at 10 PM",6
"February 9, 2017 at 12 AM",3
"February 9, 2017 at 1 AM",6
"February 9, 2017 at 2 AM",2
"February 9, 2017 at 3 AM",7
"February 9, 2017 at 5 AM",4
"February 9, 2017 at 6 AM",6
"February 9, 2017 at 7 AM",3
"February 9, 2017 at 8 AM",5
"February 9, 2017 at 9 AM",7
"February 9, 2017 at 10 AM",4
"February 9, 2017 at 11 AM",9
"February 9, 2017 at 12 PM",16
"February 9, 2017 at 1 PM",5
"February 9, 2017 at 2 PM",11
"February 9, 2017 at 3 PM",5
"February 9, 2017 at 4 PM",21
"February 9, 2017 at 5 PM",4
"February 9, 2017 at 6 PM",15
"February 9, 2017 at 7 PM",7
"February 9, 2017 at 8 PM",7
"February 9, 2017 at 9 PM",10
"February 9, 2017 at 10 PM",7
"February 9, 2017 at 11 PM",5
"February 10, 2017 at 12 AM",2
"February 10, 2017 at 1 AM",4
"February 10, 2017 at 2 AM",2
"February 10, 2017 at 4 AM",3
"February 10, 2017 at 5 AM",4
"February 10, 2017 at 6 AM",4
"February 10, 2017 at 7 AM",11
"February 10, 2017 at 8 AM",9
"February 10, 2017 at 9 AM",4
"February 10, 2017 at 10 AM",6
"February 10, 2017 at 11 AM",7
"February 10, 2017 at 12 PM",18
"February 10, 2017 at 1 PM",4
"February 10, 2017 at 2 PM",12
"February 10, 2017 at 3 PM",10
"February 10, 2017 at 4 PM",10
"February 10, 2017 at 5 PM",10
"February 10, 2017 at 6 PM",10
"February 10, 2017 at 7 PM",10
"February 10, 2017 at 8 PM",6
"February 10, 2017 at 9 PM",9
"February 10, 2017 at 10 PM",9
"February 10, 2017 at 11 PM",13
"February 11, 2017 at 12 AM",9
"February 11, 2017 at 1 AM",5
"February 11, 2017 at 2 AM",6
"February 11, 2017 at 3 AM",10
"February 11, 2017 at 4 AM",3
"February 11, 2017 at 5 AM",1
"February 11, 2017 at 6 AM",3
"February 11, 2017 at 7 AM",7
"February 11, 2017 at 8 AM",4
"February 11, 2017 at 9 AM",6
"February 11, 2017 at 10 AM",6
"February 11, 2017 at 11 AM",6
"February 11, 2017 at 12 PM",9
"February 11, 2017 at 1 PM",6
"February 11, 2017 at 2 PM",7
"February 11, 2017 at 3 PM",12
"February 11, 2017 at 4 PM",20
"February 11, 2017 at 5 PM",14
"February 11, 2017 at 6 PM",6
"February 11, 2017 at 7 PM",7
"February 11, 2017 at 8 PM",6
"February 11, 2017 at 9 PM",7
"February 11, 2017 at 10 PM",11
"February 11, 2017 at 11 PM",15
"February 12, 2017 at 12 AM",4
"February 12, 2017 at 1 AM",8
"February 12, 2017 at 2 AM",7
"February 12, 2017 at 3 AM",6
"February 12, 2017 at 4 AM",4
"February 12, 2017 at 5 AM",4
"February 12, 2017 at 6 AM",1
"February 12, 2017 at 7 AM",4
"February 12, 2017 at 8 AM",3
"February 12, 2017 at 9 AM",2
"February 12, 2017 at 10 AM",2
"February 12, 2017 at 11 AM",6
"February 12, 2017 at 12 PM",4
"February 12, 2017 at 1 PM",8
"February 12, 2017 at 2 PM",9
"February 12, 2017 at 3 PM",6
"February 12, 2017 at 4 PM",14
"February 12, 2017 at 5 PM",5
"February 12, 2017 at 6 PM",6
"February 12, 2017 at 7 PM",3
"February 12, 2017 at 8 PM",6
"February 12, 2017 at 9 PM",7
"February 12, 2017 at 10 PM",6
"February 12, 2017 at 11 PM",4
"February 13, 2017 at 12 AM",2
"February 13, 2017 at 1 AM",4
"February 13, 2017 at 2 AM",1
"February 13, 2017 at 3 AM",4
"February 13, 2017 at 4 AM",5
"February 13, 2017 at 6 AM",10
"February 13, 2017 at 7 AM",5
"February 13, 2017 at 8 AM",14
"February 13, 2017 at 9 AM",1
"February 13, 2017 at 10 AM",3
"February 13, 2017 at 11 AM",5
"February 13, 2017 at 12 PM",3
"February 13, 2017 at 1 PM",4
"February 13, 2017 at 2 PM",10
"February 13, 2017 at 3 PM",10
"February 13, 2017 at 4 PM",8
"February 13, 2017 at 5 PM",6
"February 13, 2017 at 6 PM",10
"February 13, 2017 at 7 PM",11
"February 13, 2017 at 8 PM",18
"February 13, 2017 at 9 PM",8
"February 13, 2017 at 10 PM",8
"February 13, 2017 at 11 PM",6
"February 14, 2017 at 12 AM",8
"February 14, 2017 at 1 AM",5
"February 14, 2017 at 2 AM",2
"February 14, 2017 at 3 AM",3
"February 14, 2017 at 4 AM",2
"February 14, 2017 at 5 AM",2
"February 14, 2017 at 6 AM",10
"February 14, 2017 at 7 AM",8
"February 14, 2017 at 8 AM",10
"February 14, 2017 at 9 AM",7
"February 14, 2017 at 10 AM",8
"February 14, 2017 at 11 AM",8
"February 14, 2017 at 12 PM",13
"February 14, 2017 at 1 PM",11
"February 14, 2017 at 2 PM",9
"February 14, 2017 at 3 PM",10
"February 14, 2017 at 4 PM",13
"February 14, 2017 at 5 PM",8
"February 14, 2017 at 6 PM",11
"February 14, 2017 at 7 PM",5
"February 14, 2017 at 8 PM",14
"February 14, 2017 at 9 PM",10
"February 14, 2017 at 10 PM",16
"February 14, 2017 at 11 PM",4
"February 15, 2017 at 12 AM",5
"February 15, 2017 at 1 AM",11
"February 15, 2017 at 3 AM",1
"February 15, 2017 at 4 AM",2
"February 15, 2017 at 5 AM",2
"February 15, 2017 at 6 AM",10
"February 15, 2017 at 7 AM",10
"February 15, 2017 at 8 AM",11
"February 15, 2017 at 9 AM",3
"February 15, 2017 at 10 AM",6
"February 15, 2017 at 11 AM",7
"February 15, 2017 at 12 PM",23
"February 15, 2017 at 1 PM",8
"February 15, 2017 at 2 PM",12
"February 15, 2017 at 3 PM",9
"February 15, 2017 at 4 PM",17
"February 15, 2017 at 5 PM",10
"February 15, 2017 at 6 PM",11
"February 15, 2017 at 7 PM",10
"February 15, 2017 at 8 PM",6
"February 15, 2017 at 9 PM",13
"February 15, 2017 at 10 PM",4
"February 15, 2017 at 11 PM",5
"February 16, 2017 at 12 AM",10
"February 16, 2017 at 1 AM",4
"February 16, 2017 at 2 AM",3
"February 16, 2017 at 3 AM",2
"February 16, 2017 at 5 AM",1
"February 16, 2017 at 6 AM",3
"February 16, 2017 at 7 AM",4
"February 16, 2017 at 8 AM",8
"February 16, 2017 at 9 AM",7
"February 16, 2017 at 10 AM",2
"February 16, 2017 at 11 AM",5
"February 16, 2017 at 12 PM",11
"February 16, 2017 at 1 PM",9
"February 16, 2017 at 2 PM",7
"February 16, 2017 at 3 PM",12
"February 16, 2017 at 4 PM",9
"February 16, 2017 at 5 PM",15
"February 16, 2017 at 6 PM",10
"February 16, 2017 at 7 PM",11
"February 16, 2017 at 8 PM",5
"February 16, 2017 at 9 PM",14
"February 16, 2017 at 10 PM",12
"February 16, 2017 at 11 PM",10
"February 17, 2017 at 12 AM",2
"February 17, 2017 at 1 AM",8
"February 17, 2017 at 2 AM",2
"February 17, 2017 at 3 AM",3
"February 17, 2017 at 4 AM",2
"February 17, 2017 at 5 AM",4
"February 17, 2017 at 6 AM",5
"February 17, 2017 at 7 AM",11
"February 17, 2017 at 8 AM",6
"February 17, 2017 at 9 AM",2
"February 17, 2017 at 10 AM",7
"February 17, 2017 at 11 AM",10
"February 17, 2017 at 12 PM",8
"February 17, 2017 at 1 PM",3
"February 17, 2017 at 2 PM",9
"February 17, 2017 at 3 PM",10
"February 17, 2017 at 4 PM",20
"February 17, 2017 at 5 PM",13
"February 17, 2017 at 6 PM",11
"February 17, 2017 at 7 PM",19
"February 17, 2017 at 8 PM",12
"February 17, 2017 at 9 PM",9
"February 17, 2017 at 10 PM",8
"February 17, 2017 at 11 PM",8
"February 18, 2017 at 12 AM",9
"February 18, 2017 at 1 AM",10
"February 18, 2017 at 2 AM",8
"February 18, 2017 at 3 AM",5
"February 18, 2017 at 4 AM",4
"February 18, 2017 at 5 AM",4
"February 18, 2017 at 6 AM",1
"February 18, 2017 at 7 AM",2
"February 18, 2017 at 8 AM",12
"February 18, 2017 at 9 AM",3
"February 18, 2017 at 10 AM",4
"February 18, 2017 at 11 AM",2
"February 18, 2017 at 12 PM",8
"February 18, 2017 at 1 PM",11
"February 18, 2017 at 2 PM",5
"February 18, 2017 at 3 PM",7
"February 18, 2017 at 4 PM",7
"February 18, 2017 at 5 PM",5
"February 18, 2017 at 6 PM",11
"February 18, 2017 at 7 PM",7
"February 18, 2017 at 8 PM",6
"February 18, 2017 at 9 PM",5
"February 18, 2017 at 10 PM",8
"February 18, 2017 at 11 PM",14
"February 19, 2017 at 12 AM",6
"February 19, 2017 at 1 AM",3
"February 19, 2017 at 2 AM",7
"February 19, 2017 at 3 AM",3
"February 19, 2017 at 4 AM",2
"February 19, 2017 at 5 AM",1
"February 19, 2017 at 6 AM",4
"February 19, 2017 at 7 AM",2
"February 19, 2017 at 8 AM",3
"February 19, 2017 at 10 AM",6
"February 19, 2017 at 11 AM",6
"February 19, 2017 at 12 PM",8
"February 19, 2017 at 1 PM",5
"February 19, 2017 at 2 PM",6
"February 19, 2017 at 3 PM",5
"February 19, 2017 at 4 PM",3
"February 19, 2017 at 5 PM",8
"February 19, 2017 at 6 PM",6
"February 19, 2017 at 7 PM",8
"February 19, 2017 at 8 PM",2
"February 19, 2017 at 9 PM",8
"February 19, 2017 at 10 PM",12
"February 19, 2017 at 11 PM",6
"February 20, 2017 at 12 AM",7
"February 20, 2017 at 1 AM",5
"February 20, 2017 at 2 AM",6
"February 20, 2017 at 3 AM",3
"February 20, 2017 at 5 AM",1
"February 20, 2017 at 6 AM",8
"February 20, 2017 at 7 AM",4
"February 20, 2017 at 8 AM",5
"February 20, 2017 at 9 AM",2
"February 20, 2017 at 10 AM",3
"February 20, 2017 at 11 AM",10
"February 20, 2017 at 12 PM",8
"February 20, 2017 at 1 PM",2
"February 20, 2017 at 2 PM",6
"February 20, 2017 at 3 PM",3
"February 20, 2017 at 4 PM",9
"February 20, 2017 at 5 PM",10
"February 20, 2017 at 6 PM",11
"February 20, 2017 at 7 PM",8
"February 20, 2017 at 8 PM",6
"February 20, 2017 at 9 PM",9
"February 20, 2017 at 10 PM",7
"February 20, 2017 at 11 PM",5
"February 21, 2017 at 12 AM",4
"February 21, 2017 at 1 AM",6
"February 21, 2017 at 2 AM",2
"February 21, 2017 at 3 AM",5
"February 21, 2017 at 4 AM",1
"February 21, 2017 at 5 AM",2
"February 21, 2017 at 6 AM",6
"February 21, 2017 at 7 AM",10
"February 21, 2017 at 8 AM",3
"February 21, 2017 at 9 AM",11
"February 21, 2017 at 10 AM",12
"February 21, 2017 at 11 AM",9
"February 21, 2017 at 12 PM",17
"February 21, 2017 at 1 PM",7
"February 21, 2017 at 2 PM",6
"February 21, 2017 at 3 PM",10
"February 21, 2017 at 4 PM",16
"February 21, 2017 at 5 PM",12
"February 21, 2017 at 6 PM",14
"February 21, 2017 at 7 PM",7
"February 21, 2017 at 8 PM",5
"February 21, 2017 at 9 PM",14
"February 21, 2017 at 10 PM",6
"February 21, 2017 at 11 PM",7
"February 22, 2017 at 12 AM",9
"February 22, 2017 at 1 AM",3
"February 22, 2017 at 2 AM",3
"February 22, 2017 at 3 AM",5
"February 22, 2017 at 4 AM",1
"February 22, 2017 at 5 AM",1
"February 22, 2017 at 6 AM",7
"February 22, 2017 at 7 AM",7
"February 22, 2017 at 8 AM",10
"February 22, 2017 at 9 AM",3
"February 22, 2017 at 10 AM",9
"February 22, 2017 at 11 AM",8
"February 22, 2017 at 12 PM",8
"February 22, 2017 at 1 PM",6
"February 22, 2017 at 2 PM",17
"February 22, 2017 at 3 PM",13
"February 22, 2017 at 4 PM",17
"February 22, 2017 at 5 PM",10
"February 22, 2017 at 6 PM",7
"February 22, 2017 at 7 PM",5
"February 22, 2017 at 8 PM",7
"February 22, 2017 at 9 PM",5
"February 22, 2017 at 10 PM",7
"February 22, 2017 at 11 PM",3
"February 23, 2017 at 12 AM",8
"February 23, 2017 at 1 AM",6
"February 23, 2017 at 2 AM",3
"February 23, 2017 at 3 AM",3
"February 23, 2017 at 4 AM",3
"February 23, 2017 at 5 AM",2
"February 23, 2017 at 6 AM",4
"February 23, 2017 at 7 AM",4
"February 23, 2017 at 8 AM",5
"February 23, 2017 at 9 AM",8
"February 23, 2017 at 10 AM",7
"February 23, 2017 at 11 AM",12
"February 23, 2017 at 12 PM",8
"February 23, 2017 at 1 PM",7
"February 23, 2017 at 2 PM",6
"February 23, 2017 at 3 PM",11
"February 23, 2017 at 4 PM",8
"February 23, 2017 at 5 PM",7
"February 23, 2017 at 6 PM",11
"February 23, 2017 at 7 PM",9
"February 23, 2017 at 8 PM",6
"February 23, 2017 at 9 PM",8
"February 23, 2017 at 10 PM",7
"February 23, 2017 at 11 PM",5
"February 24, 2017 at 12 AM",6
"February 24, 2017 at 1 AM",1
"February 24, 2017 at 2 AM",2
"February 24, 2017 at 3 AM",2
"February 24, 2017 at 4 AM",5
"February 24, 2017 at 5 AM",1
"February 24, 2017 at 6 AM",7
"February 24, 2017 at 7 AM",6
"February 24, 2017 at 8 AM",6
"February 24, 2017 at 9 AM",3
"February 24, 2017 at 10 AM",8
"February 24, 2017 at 11 AM",5
"February 24, 2017 at 12 PM",8
"February 24, 2017 at 1 PM",4
"February 24, 2017 at 2 PM",4
"February 24, 2017 at 3 PM",7
"February 24, 2017 at 4 PM",8
"February 24, 2017 at 5 PM",9
"February 24, 2017 at 6 PM",8
"February 24, 2017 at 7 PM",7
"February 24, 2017 at 8 PM",10
"February 24, 2017 at 9 PM",13
"February 24, 2017 at 10 PM",5
"February 24, 2017 at 11 PM",6
"February 25, 2017 at 12 AM",7
"February 25, 2017 at 1 AM",10
"February 25, 2017 at 2 AM",4
"February 25, 2017 at 3 AM",4
"February 25, 2017 at 4 AM",1
"February 25, 2017 at 5 AM",1
"February 25, 2017 at 6 AM",2
"February 25, 2017 at 7 AM",2
"February 25, 2017 at 8 AM",1
"February 25, 2017 at 9 AM",4
"February 25, 2017 at 10 AM",10
"February 25, 2017 at 11 AM",2
"February 25, 2017 at 12 PM",6
"February 25, 2017 at 1 PM",7
"February 25, 2017 at 2 PM",4
"February 25, 2017 at 3 PM",2
"February 25, 2017 at 4 PM",4
"February 25, 2017 at 5 PM",5
"February 25, 2017 at 6 PM",10
"February 25, 2017 at 7 PM",8
"February 25, 2017 at 8 PM",8
"February 25, 2017 at 9 PM",5
"February 25, 2017 at 10 PM",6
"February 25, 2017 at 11 PM",7
"February 26, 2017 at 12 AM",13
"February 26, 2017 at 1 AM",9
"February 26, 2017 at 2 AM",6
"February 26, 2017 at 3 AM",3
"February 26, 2017 at 4 AM",9
"February 26, 2017 at 6 AM",1
"February 26, 2017 at 7 AM",2
"February 26, 2017 at 8 AM",2
"February 26, 2017 at 9 AM",2
"February 26, 2017 at 10 AM",4
"February 26, 2017 at 11 AM",4
"February 26, 2017 at 12 PM",3
"February 26, 2017 at 1 PM",3
"February 26, 2017 at 2 PM",8
"February 26, 2017 at 3 PM",12
"February 26, 2017 at 4 PM",11
"February 26, 2017 at 5 PM",14
"February 26, 2017 at 6 PM",8
"February 26, 2017 at 7 PM",2
"February 26, 2017 at 8 PM",9
"February 26, 2017 at 9 PM",8
"February 26, 2017 at 10 PM",3
"February 26, 2017 at 11 PM",4
"February 27, 2017 at 12 AM",8
"February 27, 2017 at 1 AM",2
"February 27, 2017 at 2 AM",11
"February 27, 2017 at 3 AM",4
"February 27, 2017 at 4 AM",2
"February 27, 2017 at 5 AM",2
"February 27, 2017 at 6 AM",3
"February 27, 2017 at 7 AM",3
"February 27, 2017 at 8 AM",3
"February 27, 2017 at 9 AM",10
"February 27, 2017 at 10 AM",9
"February 27, 2017 at 11 AM",4
"February 27, 2017 at 12 PM",9
"February 27, 2017 at 1 PM",10
"February 27, 2017 at 2 PM",9
"February 27, 2017 at 3 PM",14
"February 27, 2017 at 4 PM",13
"February 27, 2017 at 5 PM",11
"February 27, 2017 at 6 PM",10
"February 27, 2017 at 7 PM",3
"February 27, 2017 at 8 PM",7
"February 27, 2017 at 9 PM",15
"February 27, 2017 at 10 PM",9
"February 27, 2017 at 11 PM",8
"February 28, 2017 at 12 AM",3
"February 28, 2017 at 1 AM",8
"February 28, 2017 at 2 AM",3
"February 28, 2017 at 3 AM",1
"February 28, 2017 at 4 AM",3
"February 28, 2017 at 5 AM",1
"February 28, 2017 at 6 AM",3
"February 28, 2017 at 7 AM",7
"February 28, 2017 at 8 AM",9
"February 28, 2017 at 9 AM",4
"February 28, 2017 at 10 AM",8
"February 28, 2017 at 11 AM",5
"February 28, 2017 at 12 PM",9
"February 28, 2017 at 1 PM",3
"February 28, 2017 at 2 PM",4
"February 28, 2017 at 3 PM",6
"February 28, 2017 at 4 PM",8
"February 28, 2017 at 5 PM",6
"February 28, 2017 at 6 PM",4
"February 28, 2017 at 7 PM",9
"February 28, 2017 at 8 PM",11
"February 28, 2017 at 9 PM",3
"February 28, 2017 at 10 PM",5
"February 28, 2017 at 11 PM",6
"March 1, 2017 at 12 AM",13
"March 1, 2017 at 1 AM",7
"March 1, 2017 at 2 AM",2
"March 1, 2017 at 3 AM",4
"March 1, 2017 at 4 AM",2
"March 1, 2017 at 5 AM",2
"March 1, 2017 at 6 AM",2
"March 1, 2017 at 7 AM",3
"March 1, 2017 at 8 AM",19
"March 1, 2017 at 9 AM",10
"March 1, 2017 at 10 AM",8
"March 1, 2017 at 11 AM",10
"March 1, 2017 at 12 PM",12
"March 1, 2017 at 1 PM",7
"March 1, 2017 at 2 PM",16
"March 1, 2017 at 3 PM",16
"March 1, 2017 at 4 PM",9
"March 1, 2017 at 5 PM",13
"March 1, 2017 at 6 PM",7
"March 1, 2017 at 7 PM",5
"March 1, 2017 at 8 PM",7
"March 1, 2017 at 9 PM",11
"March 1, 2017 at 10 PM",6
"March 1, 2017 at 11 PM",6
"March 2, 2017 at 12 AM",10
"March 2, 2017 at 1 AM",3
"March 2, 2017 at 2 AM",1
"March 2, 2017 at 3 AM",3
"March 2, 2017 at 5 AM",1
"March 2, 2017 at 6 AM",3
"March 2, 2017 at 7 AM",5
"March 2, 2017 at 8 AM",9
"March 2, 2017 at 9 AM",6
"March 2, 2017 at 10 AM",6
"March 2, 2017 at 11 AM",6
"March 2, 2017 at 12 PM",4
"March 2, 2017 at 1 PM",7
"March 2, 2017 at 2 PM",5
"March 2, 2017 at 3 PM",8
"March 2, 2017 at 4 PM",7
"March 2, 2017 at 5 PM",14
"March 2, 2017 at 6 PM",5
"March 2, 2017 at 7 PM",8
"March 2, 2017 at 8 PM",9
"March 2, 2017 at 9 PM",8
"March 2, 2017 at 10 PM",4
"March 2, 2017 at 11 PM",6
"March 3, 2017 at 12 AM",12
"March 3, 2017 at 1 AM",7
"March 3, 2017 at 2 AM",2
"March 3, 2017 at 3 AM",2
"March 3, 2017 at 5 AM",5
"March 3, 2017 at 6 AM",4
"March 3, 2017 at 7 AM",8
"March 3, 2017 at 8 AM",7
"March 3, 2017 at 9 AM",8
"March 3, 2017 at 10 AM",3
"March 3, 2017 at 11 AM",7
"March 3, 2017 at 12 PM",5
"March 3, 2017 at 1 PM",10
"March 3, 2017 at 2 PM",7
"March 3, 2017 at 3 PM",18
"March 3, 2017 at 4 PM",19
"March 3, 2017 at 5 PM",6
"March 3, 2017 at 6 PM",7
"March 3, 2017 at 7 PM",7
"March 3, 2017 at 8 PM",8
"March 3, 2017 at 9 PM",4
"March 3, 2017 at 10 PM",8
"March 3, 2017 at 11 PM",7
"March 4, 2017 at 12 AM",25
"March 4, 2017 at 1 AM",9
"March 4, 2017 at 2 AM",2
"March 4, 2017 at 3 AM",2
"March 4, 2017 at 4 AM",5
"March 4, 2017 at 5 AM",1
"March 4, 2017 at 6 AM",3
"March 4, 2017 at 8 AM",8
"March 4, 2017 at 9 AM",4
"March 4, 2017 at 10 AM",6
"March 4, 2017 at 11 AM",7
"March 4, 2017 at 12 PM",8
"March 4, 2017 at 1 PM",5
"March 4, 2017 at 2 PM",10
"March 4, 2017 at 3 PM",4
"March 4, 2017 at 4 PM",10
"March 4, 2017 at 5 PM",7
"March 4, 2017 at 6 PM",7
"March 4, 2017 at 7 PM",12
"March 4, 2017 at 8 PM",11
"March 4, 2017 at 9 PM",2
"March 4, 2017 at 10 PM",11
"March 4, 2017 at 11 PM",11
"March 5, 2017 at 12 AM",13
"March 5, 2017 at 1 AM",11
"March 5, 2017 at 2 AM",12
"March 5, 2017 at 3 AM",5
"March 5, 2017 at 4 AM",2
"March 5, 2017 at 5 AM",3
"March 5, 2017 at 6 AM",4
"March 5, 2017 at 7 AM",3
"March 5, 2017 at 8 AM",9
"March 5, 2017 at 9 AM",1
"March 5, 2017 at 10 AM",4
"March 5, 2017 at 11 AM",2
"March 5, 2017 at 12 PM",4
"March 5, 2017 at 1 PM",4
"March 5, 2017 at 2 PM",1
"March 5, 2017 at 3 PM",12
"March 5, 2017 at 4 PM",11
"March 5, 2017 at 5 PM",10
"March 5, 2017 at 6 PM",7
"March 5, 2017 at 7 PM",13
"March 5, 2017 at 8 PM",7
"March 5, 2017 at 9 PM",7
"March 5, 2017 at 10 PM",12
"March 5, 2017 at 11 PM",4
"March 6, 2017 at 12 AM",9
"March 6, 2017 at 1 AM",1
"March 6, 2017 at 2 AM",1
"March 6, 2017 at 3 AM",4
"March 6, 2017 at 5 AM",4
"March 6, 2017 at 6 AM",5
"March 6, 2017 at 7 AM",5
"March 6, 2017 at 8 AM",6
"March 6, 2017 at 9 AM",10
"March 6, 2017 at 10 AM",7
"March 6, 2017 at 11 AM",8
"March 6, 2017 at 12 PM",12
"March 6, 2017 at 1 PM",14
"March 6, 2017 at 2 PM",14
"March 6, 2017 at 3 PM",13
"March 6, 2017 at 4 PM",11
"March 6, 2017 at 5 PM",11
"March 6, 2017 at 6 PM",11
"March 6, 2017 at 7 PM",7
"March 6, 2017 at 8 PM",8
"March 6, 2017 at 9 PM",9
"March 6, 2017 at 10 PM",6
"March 6, 2017 at 11 PM",3
"March 7, 2017 at 12 AM",9
"March 7, 2017 at 1 AM",5
"March 7, 2017 at 2 AM",1
"March 7, 2017 at 3 AM",1
"March 7, 2017 at 4 AM",1
"March 7, 2017 at 5 AM",5
"March 7, 2017 at 6 AM",1
"March 7, 2017 at 7 AM",6
"March 7, 2017 at 8 AM",3
"March 7, 2017 at 9 AM",4
"March 7, 2017 at 10 AM",2
"March 7, 2017 at 11 AM",6
"March 7, 2017 at 12 PM",7
"March 7, 2017 at 1 PM",7
"March 7, 2017 at 2 PM",8
"March 7, 2017 at 3 PM",9
"March 7, 2017 at 4 PM",15
"March 7, 2017 at 5 PM",13
"March 7, 2017 at 6 PM",13
"March 7, 2017 at 7 PM",5
"March 7, 2017 at 8 PM",8
"March 7, 2017 at 9 PM",7
"March 7, 2017 at 10 PM",1
"March 7, 2017 at 11 PM",6
"March 8, 2017 at 12 AM",2
"March 8, 2017 at 1 AM",3
"March 8, 2017 at 2 AM",4
"March 8, 2017 at 3 AM",1
"March 8, 2017 at 4 AM",2
